4 4
196 276 2
266 177 2
42 14 2
130 246 2
46 246 2
73 246 2
174 42 2
33 274 2
86 28 2
201 56 2
190 24 2
43 69 2
78 160 2
235 125 2
230 128 2
294 69 2
98 219 2
250 48 2
46 160 2
208 291 2
126 269 2
53 241 2
228 50 2
74 255 2
299 140 2
242 131 2
150 73 2
246 267 2
95 71 2
113 154 2
78 131 2
52 188 2
113 285 2
102 164 2
117 36 2
138 187 2
197 256 2
244 123 2
292 58 2
169 236 2
39 108 2
290 48 2
238 291 2
296 103 2
139 52 2
181 187 2
146 140 2
83 34 2
102 188 2
48 91 2
271 118 2
137 125 2
181 177 2
138 48 2
90 17 2
71 12 2
288 40 2
126 189 2
9 188 2
74 160 2
10 245 2
167 254 2
108 109 2
90 172 2
128 26 2
111 265 2
65 9 2
125 6 2
116 17 2
46 234 2
247 28 2
232 79 2
100 71 2
60 97 2
102 78 2
286 85 2
22 287 2
226 146 2
151 219 2
209 93 2
43 74 2
262 212 2
110 84 2
76 5 2
108 65 2
238 211 2
210 276 2
132 299 2
169 140 2
48 125 2
62 24 2
211 213 2
15 56 2
59 299 2
127 97 2
138 242 2
45 58 2
76 195 2
205 149 2
238 53 2
205 173 2
234 253 2
151 82 2
224 234 2
130 91 2
292 47 2
116 293 2
103 40 2
282 200 2
19 182 2
90 33 2
83 252 2
63 83 2
288 84 2
28 60 2
151 114 2
290 245 2
178 118 2
115 226 2
77 5 2
285 227 2
102 21 2
70 242 2
121 31 2
276 291 2
30 66 2
248 252 2
226 162 2
151 106 2
234 190 2
152 237 2
184 246 2
35 279 2
43 290 2
224 88 2
170 123 2
40 209 2
19 65 2
202 31 2
178 237 2
250 236 2
98 118 2
69 175 2
97 153 2
20 265 2
225 50 2
70 264 2
76 20 2
35 182 2
126 66 2
56 167 2
62 298 2
265 175 2
187 7 2
206 7 2
71 97 2
235 291 2
182 73 2
171 125 2
126 199 2
17 291 2
70 30 2
242 239 2
164 194 2
296 218 2
250 183 2
292 195 2
250 188 2
91 249 2
11 14 2
207 265 2
158 295 2
100 246 2
201 199 2
247 204 2
137 239 2
258 134 2
71 172 2
215 100 2
210 191 2
61 14 2
76 123 2
110 163 2
286 6 2
19 275 2
98 83 2
237 31 2
36 134 2
70 221 2
47 208 2
143 267 2
5 273 2
216 224 2
171 151 2
278 221 2
168 179 2
247 56 2
143 202 2
63 181 2
37 66 2
297 269 2
288 229 2
74 20 2
97 261 2
143 14 2
263 154 2
250 143 2
280 71 2
49 31 2
149 176 2
35 31 2
287 229 2
165 115 2
277 172 2
178 281 2
170 190 2
205 89 2
107 23 2
228 114 2
299 158 2
39 273 2
11 245 2
142 79 2
178 273 2
45 80 2
51 207 2
212 202 2
173 221 2
242 280 2
15 12 2
13 91 2
251 226 2
119 66 2
191 24 2
236 209 2
214 8 2
30 27 2
20 261 2
105 188 2
148 79 2
181 226 2
126 157 2
64 170 2
146 114 2
216 271 2
231 170 2
217 155 2
183 11 2
168 252 2
216 37 2
193 220 2
77 186 2
49 212 2
251 180 2
268 33 2
81 140 2
193 107 2
205 216 2
61 106 2
285 249 2
189 190 2
110 85 2
207 194 2
90 246 2
109 234 2
151 169 2
266 184 2
132 16 2
166 134 2
49 182 2
98 200 2
64 102 2
5 40 2
292 213 2
259 249 2
214 68 2
275 13 2
187 234 2
289 133 2
20 31 2
18 294 2
37 229 2
245 267 2
274 148 2
283 111 2
120 291 2
202 267 2
120 134 2
184 162 2
256 199 2
223 261 2
126 219 2
192 264 2
287 9 2
212 209 2
216 275 2
259 93 2
110 256 2
110 157 2
236 54 2
229 270 2
43 139 2
198 263 2
238 101 2
142 264 2
141 50 2
138 122 2
292 177 2
50 254 2
43 179 2
45 146 2
105 174 2
268 142 2
99 16 2
232 152 2
184 283 2
116 103 2
136 259 2
46 30 2
22 75 2
25 108 2
135 237 2
66 85 2
282 283 2
92 157 2
127 32 2
135 180 2
281 241 2
132 39 2
211 202 2
25 17 2
287 16 2
200 221 2
64 259 2
33 174 2
159 263 2
232 234 2
156 287 2
236 188 2
124 276 2
18 231 2
282 129 2
139 73 2
238 286 2
22 16 2
109 222 2
240 236 2
103 174 2
18 187 2
187 148 2
185 124 2
88 144 2
235 104 2
142 265 2
150 54 2
268 173 2
184 54 2
186 79 2
210 153 2
205 100 2
173 8 2
77 71 2
247 27 2
11 179 2
155 153 2
121 182 2
40 66 2
28 229 2
168 297 2
186 102 2
72 199 2
142 190 2
76 85 2
110 251 2
282 148 2
137 20 2
109 21 2
108 243 2
84 196 2
85 291 2
297 204 2
16 264 2
198 140 2
217 162 2
29 160 2
68 141 2
223 148 2
226 71 2
167 122 2
181 158 2
218 270 2
98 70 2
76 143 2
19 256 2
275 130 2
23 104 2
289 177 2
227 10 2
52 37 2
168 61 2
173 246 2
201 223 2
256 153 2
96 155 2
240 103 2
116 106 2
9 179 2
272 177 2
108 254 2
55 157 2
22 34 2
132 26 2
286 151 2
235 233 2
261 264 2
210 83 2
119 295 2
139 20 2
120 169 2
72 93 2
147 20 2
151 83 2
52 13 2
278 114 2
101 56 2
185 142 2
218 245 2
288 45 2
219 155 2
195 277 2
57 89 2
67 190 2
218 277 2
244 221 2
165 143 2
5 34 2
151 172 2
163 119 2
202 281 2
250 122 2
174 137 2
15 242 2
246 276 2
282 263 2
289 271 2
63 129 2
270 245 2
126 37 2
123 32 2
174 161 2
77 160 2
82 259 2
142 245 2
138 216 2
232 249 2
67 290 2
216 204 2
103 254 2
59 139 2
226 133 2
204 131 2
106 261 2
202 234 2
128 223 2
250 107 2
147 100 2
83 93 2
266 170 2
242 281 2
207 119 2
286 69 2
239 104 2
202 280 2
56 8 2
146 155 2
273 104 2
61 93 2
201 129 2
138 22 2
202 252 2
286 194 2
76 247 2
105 258 2
138 186 2
211 141 2
283 112 2
155 295 2
211 226 2
70 189 2
30 58 2
292 134 2
240 73 2
176 246 2
152 11 2
27 161 2
276 284 2
111 123 2
142 148 2
211 10 2
142 26 2
282 16 2
282 31 2
66 200 2
181 127 2
49 39 2
172 7 2
39 283 2
137 107 2
60 10 2
82 58 2
117 72 2
191 269 2
50 175 2
126 90 2
115 290 2
271 27 2
178 140 2
205 64 2
37 127 2
59 287 2
19 144 2
35 155 2
281 295 2
130 160 2
289 237 2
129 281 2
72 241 2
171 198 2
255 223 2
280 259 2
165 230 2
251 262 2
139 192 2
288 80 2
186 55 2
289 239 2
188 153 2
113 144 2
116 22 2
148 264 2
42 276 2
171 177 2
175 153 2
60 133 2
86 77 2
121 85 2
270 134 2
243 131 2
277 249 2
154 23 2
64 38 2
15 90 2
25 5 2
108 45 2
77 16 2
290 241 2
193 235 2
82 246 2
131 254 2
75 6 2
55 212 2
60 199 2
62 181 2
130 8 2
76 30 2
53 268 2
236 144 2
59 31 2
11 221 2
101 7 2
174 58 2
149 226 2
108 153 2
268 227 2
156 236 2
243 196 2
73 200 2
139 109 2
288 132 2
67 249 2
39 115 2
298 242 2
64 160 2
257 29 2
70 219 2
99 187 2
111 153 2
65 179 2
169 182 2
185 223 2
205 23 2
76 161 2
223 241 2
77 195 2
119 9 2
257 271 2
253 38 2
110 160 2
299 220 2
263 24 2
90 278 2
68 255 2
165 187 2
19 258 2
206 241 2
86 282 2
300 131 2
80 300 2
232 92 2
272 32 2
242 161 2
229 221 2
92 55 2
168 71 2
267 75 2
145 162 2
240 287 2
263 145 2
154 97 2
180 161 2
233 199 2
5 103 2
177 54 2
143 12 2
181 227 2
292 157 2
76 260 2
173 158 2
90 36 2
236 124 2
156 219 2
189 187 2
198 248 2
292 29 2
138 173 2
141 58 2
270 75 2
105 21 2
44 255 2
159 193 2
217 82 2
86 81 2
82 188 2
53 152 2
98 160 2
231 255 2
42 118 2
98 254 2
207 32 2
236 148 2
35 145 2
43 187 2
93 31 2
141 258 2
74 38 2
115 7 2
292 78 2
188 134 2
11 136 2
232 200 2
71 112 2
139 150 2
57 276 2
86 104 2
48 196 2
230 191 2
149 184 2
159 110 2
227 46 2
225 166 2
176 140 2
116 253 2
65 140 2
161 56 2
62 169 2
37 40 2
121 248 2
166 118 2
87 131 2
200 97 2
286 140 2
96 296 2
213 271 2
154 10 2
126 15 2
135 145 2
142 209 2
244 132 2
67 220 2
94 221 2
196 291 2
143 61 2
271 252 2
243 210 2
285 160 2
150 136 2
234 280 2
184 249 2
202 129 2
214 174 2
165 82 2
242 107 2
10 194 2
257 284 2
186 289 2
22 195 2
129 29 2
90 264 2
70 23 2
194 6 2
296 134 2
109 31 2
120 79 2
94 75 2
203 143 2
286 107 2
63 174 2
216 294 2
106 260 2
272 200 2
35 263 2
45 145 2
193 245 2
64 93 2
99 167 2
80 270 2
95 88 2
170 291 2
44 99 2
138 223 2
226 229 2
186 93 2
86 277 2
147 95 2
282 199 2
168 278 2
221 6 2
294 23 2
163 47 2
130 207 2
198 242 2
180 221 2
178 95 2
142 42 2
105 151 2
168 188 2
82 107 2
18 112 2
26 10 2
145 279 2
76 92 2
186 235 2
142 124 2
9 246 2
77 207 2
86 30 2
53 120 2
57 134 2
88 194 2
98 128 2
174 293 2
118 122 2
292 73 2
70 255 2
16 269 2
89 144 2
110 75 2
296 247 2
22 255 2
248 188 2
275 24 2
288 108 2
294 219 2
37 83 2
195 259 2
28 104 2
208 140 2
51 24 2
156 27 2
147 272 2
195 103 2
56 104 2
190 194 2
243 7 2
156 221 2
46 265 2
202 122 2
63 32 2
286 21 2
132 29 2
36 239 2
187 237 2
65 81 2
96 76 2
293 254 2
24 34 2
47 193 2
297 188 2
150 154 2
271 7 2
121 277 2
63 243 2
233 299 2
181 208 2
166 44 2
158 12 2
47 213 2
113 66 2
64 14 2
143 258 2
292 187 2
205 187 2
176 17 2
185 50 2
83 112 2
147 149 2
147 156 2
198 28 2
104 84 2
231 164 2
267 260 2
85 194 2
184 230 2
100 291 2
143 136 2
168 293 2
67 31 2
71 188 2
90 161 2
90 187 2
211 97 2
237 246 2
257 61 2
33 54 2
190 281 2
72 69 2
121 72 2
237 60 2
163 182 2
162 114 2
288 289 2
215 161 2
247 265 2
119 254 2
290 161 2
8 134 2
83 221 2
101 274 2
70 152 2
19 193 2
225 204 2
140 284 2
216 72 2
40 223 2
296 155 2
166 164 2
40 28 2
72 42 2
201 179 2
159 60 2
218 200 2
213 109 2
89 88 2
224 249 2
273 180 2
74 165 2
150 300 2
203 140 2
298 146 2
127 246 2
119 131 2
95 133 2
210 112 2
244 84 2
9 91 2
292 21 2
231 253 2
121 295 2
5 169 2
226 180 2
128 164 2
182 300 2
193 206 2
74 79 2
228 149 2
191 222 2
252 144 2
256 194 2
209 172 2
226 256 2
293 50 2
178 80 2
211 14 2
159 129 2
132 278 2
76 210 2
41 144 2
77 298 2
228 267 2
257 119 2
271 87 2
225 114 2
25 99 2
18 108 2
60 12 2
195 275 2
290 270 2
185 97 2
90 112 2
24 246 2
174 264 2
89 122 2
257 70 2
226 188 2
183 166 2
80 176 2
51 293 2
211 165 2
230 180 2
86 288 2
212 249 2
130 153 2
59 187 2
188 140 2
256 192 2
213 122 2
228 54 2
262 131 2
92 206 2
228 199 2
101 6 2
190 252 2
243 209 2
98 151 2
132 137 2
157 69 2
22 137 2
228 140 2
19 204 2
16 179 2
33 38 2
142 291 2
59 208 2
126 284 2
201 99 2
57 114 2
137 36 2
211 144 2
126 278 2
5 143 2
235 146 2
164 200 2
297 270 2
63 292 2
198 85 2
15 23 2
184 64 2
55 111 2
297 248 2
33 11 2
178 221 2
139 11 2
164 114 2
87 276 2
63 196 2
150 60 2
157 106 2
217 252 2
227 150 2
251 261 2
154 249 2
272 80 2
66 133 2
57 300 2
27 34 2
124 249 2
230 29 2
182 245 2
265 127 2
217 17 2
232 82 2
149 191 2
178 204 2
208 146 2
121 129 2
15 236 2
34 106 2
138 246 2
276 6 2
87 258 2
100 134 2
183 251 2
290 219 2
224 29 2
150 179 2
181 263 2
120 233 2
82 26 2
242 219 2
100 123 2
25 203 2
119 194 2
139 222 2
244 81 2
186 227 2
223 136 2
68 100 2
108 219 2
257 95 2
130 129 2
99 8 2
173 91 2
185 192 2
294 127 2
131 188 2
251 115 2
228 51 2
139 188 2
195 177 2
70 144 2
250 23 2
84 261 2
20 148 2
152 93 2
22 41 2
58 162 2
168 202 2
29 284 2
131 104 2
213 71 2
238 114 2
244 165 2
238 123 2
33 300 2
155 114 2
120 123 2
168 97 2
198 31 2
214 40 2
169 209 2
274 112 2
63 231 2
163 154 2
101 130 2
91 134 2
272 237 2
235 61 2
97 91 2
137 220 2
213 224 2
22 224 2
165 75 2
82 112 2
67 106 2
37 114 2
141 12 2
86 149 2
43 267 2
263 220 2
282 236 2
216 253 2
293 7 2
293 154 2
110 71 2
26 114 2
40 88 2
65 106 2
81 78 2
266 175 2
123 7 2
33 294 2
37 284 2
152 182 2
53 113 2
271 29 2
237 56 2
218 79 2
52 93 2
287 176 2
112 153 2
272 63 2
286 61 2
177 136 2
248 239 2
290 190 2
287 277 2
82 300 2
76 23 2
159 104 2
224 8 2
268 66 2
163 216 2
149 195 2
43 100 2
76 287 2
52 226 2
296 37 2
298 269 2
159 152 2
274 24 2
247 137 2
203 261 2
64 107 2
94 275 2
211 12 2
90 164 2
200 220 2
154 8 2
82 41 2
45 259 2
126 260 2
230 50 2
230 158 2
184 175 2
152 73 2
246 281 2
71 221 2
183 101 2
156 166 2
166 13 2
150 155 2
7 194 2
166 8 2
57 237 2
119 252 2
36 112 2
287 172 2
253 249 2
108 259 2
287 23 2
232 285 2
185 30 2
296 249 2
235 279 2
178 44 2
48 210 2
174 299 2
235 155 2
181 204 2
292 261 2
159 200 2
143 235 2
91 284 2
205 25 2
238 40 2
138 28 2
203 226 2
238 97 2
240 104 2
102 299 2
208 173 2
195 27 2
147 252 2
52 133 2
135 213 2
152 235 2
272 117 2
238 49 2
268 122 2
143 226 2
257 258 2
67 210 2
297 256 2
159 207 2
227 230 2
208 189 2
213 101 2
232 269 2
216 151 2
137 79 2
149 169 2
215 283 2
47 155 2
178 8 2
27 71 2
94 163 2
49 249 2
205 71 2
251 182 2
97 114 2
235 128 2
174 270 2
55 81 2
275 267 2
52 172 2
147 169 2
214 154 2
268 32 2
268 104 2
15 99 2
90 162 2
297 284 2
64 224 2
213 46 2
65 114 2
211 266 2
132 167 2
171 224 2
145 258 2
73 295 2
230 13 2
98 181 2
92 240 2
211 285 2
90 140 2
152 13 2
298 83 2
121 202 2
64 125 2
187 119 2
30 145 2
223 200 2
271 299 2
54 134 2
92 61 2
149 140 2
198 258 2
274 277 2
298 176 2
199 112 2
225 45 2
247 229 2
287 246 2
15 47 2
43 192 2
65 33 2
197 219 2
176 245 2
263 229 2
96 30 2
214 91 2
133 270 2
147 141 2
206 46 2
257 78 2
80 164 2
121 166 2
230 7 2
242 172 2
70 75 2
19 12 2
89 137 2
182 287 2
100 260 2
224 133 2
235 71 2
78 83 2
185 257 2
105 111 2
205 42 2
256 140 2
53 145 2
251 41 2
272 23 2
255 97 2
233 239 2
296 278 2
15 246 2
177 187 2
81 17 2
240 109 2
166 218 2
152 125 2
185 79 2
76 78 2
171 37 2
61 128 2
105 65 2
76 134 2
59 101 2
19 78 2
63 125 2
202 172 2
288 227 2
186 132 2
148 146 2
61 78 2
184 31 2
47 7 2
287 7 2
13 172 2
282 271 2
211 254 2
243 249 2
139 265 2
212 295 2
193 152 2
111 249 2
52 191 2
188 291 2
133 23 2
195 83 2
300 223 2
271 24 2
248 293 2
36 122 2
51 175 2
5 162 2
165 88 2
218 129 2
132 213 2
30 249 2
66 31 2
248 131 2
38 284 2
240 5 2
214 50 2
129 221 2
265 84 2
47 115 2
15 51 2
22 61 2
28 16 2
278 133 2
149 291 2
59 251 2
285 75 2
52 249 2
197 99 2
11 75 2
53 224 2
272 235 2
174 26 2
244 54 2
21 222 2
270 253 2
81 252 2
268 178 2
61 58 2
238 80 2
52 85 2
200 194 2
205 248 2
175 58 2
257 209 2
185 47 2
249 261 2
215 275 2
51 58 2
57 202 2
139 33 2
74 7 2
82 52 2
278 246 2
41 260 2
69 146 2
116 181 2
43 54 2
226 140 2
269 291 2
168 242 2
52 71 2
129 32 2
5 237 2
250 202 2
265 229 2
55 136 2
19 32 2
105 252 2
185 222 2
165 277 2
76 242 2
282 82 2
273 32 2
169 162 2
66 196 2
141 175 2
237 176 2
64 253 2
220 50 2
263 179 2
250 184 2
164 129 2
278 128 2
206 247 2
91 106 2
300 164 2
65 20 2
299 279 2
90 44 2
205 259 2
274 245 2
116 237 2
274 270 2
152 209 2
53 29 2
45 247 2
26 24 2
61 127 2
262 40 2
211 88 2
119 34 2
151 289 2
242 93 2
137 8 2
85 261 2
40 78 2
178 131 2
165 245 2
56 75 2
74 234 2
201 111 2
42 78 2
290 29 2
138 152 2
223 256 2
96 217 2
65 176 2
236 127 2
25 156 2
51 112 2
99 69 2
299 7 2
256 71 2
49 161 2
72 247 2
169 158 2
60 8 2
215 258 2
62 34 2
290 7 2
145 239 2
201 216 2
11 219 2
94 272 2
121 87 2
19 218 2
52 200 2
178 17 2
120 9 2
273 114 2
5 72 2
208 226 2
64 267 2
76 202 2
201 42 2
92 192 2
147 297 2
108 155 2
266 78 2
211 273 2
202 54 2
294 279 2
197 148 2
207 175 2
216 100 2
47 71 2
211 209 2
250 243 2
297 60 2
213 127 2
86 298 2
244 259 2
85 258 2
157 167 2
246 106 2
19 164 2
300 222 2
121 45 2
250 150 2
123 31 2
207 21 2
55 276 2
89 158 2
17 295 2
39 151 2
108 298 2
298 100 2
92 148 2
198 237 2
197 46 2
20 131 2
95 300 2
43 231 2
203 146 2
102 161 2
81 9 2
5 84 2
244 45 2
228 294 2
206 271 2
74 24 2
63 123 2
232 205 2
129 97 2
59 78 2
244 47 2
183 174 2
225 156 2
193 298 2
157 258 2
278 233 2
298 248 2
298 16 2
215 273 2
248 277 2
235 209 2
70 260 2
164 38 2
47 27 2
10 172 2
30 36 2
124 167 2
77 289 2
252 56 2
214 243 2
163 296 2
64 291 2
212 87 2
227 84 2
201 166 2
86 140 2
186 285 2
209 122 2
201 13 2
250 148 2
223 277 2
65 263 2
205 278 2
246 97 2
278 141 2
29 261 2
96 245 2
111 284 2
95 146 2
257 8 2
5 23 2
102 80 2
178 256 2
19 195 2
138 210 2
121 78 2
96 16 2
198 114 2
60 71 2
287 32 2
119 256 2
282 153 2
217 189 2
96 237 2
171 265 2
201 290 2
64 226 2
94 242 2
103 226 2
248 56 2
98 122 2
225 40 2
86 285 2
74 256 2
262 133 2
8 140 2
266 207 2
209 127 2
266 289 2
163 174 2
108 127 2
94 140 2
183 160 2
128 222 2
272 134 2
148 254 2
147 240 2
86 17 2
186 268 2
211 290 2
193 199 2
51 242 2
286 157 2
272 202 2
59 83 2
129 258 2
203 23 2
265 141 2
125 23 2
247 234 2
243 128 2
88 97 2
117 100 2
177 279 2
86 69 2
60 58 2
108 111 2
59 152 2
71 32 2
210 136 2
77 89 2
120 160 2
242 87 2
209 153 2
135 119 2
54 122 2
218 83 2
156 162 2
192 269 2
248 41 2
101 40 2
195 91 2
228 37 2
244 296 2
81 174 2
212 246 2
210 222 2
297 175 2
145 194 2
297 220 2
190 50 2
91 260 2
86 218 2
62 260 2
86 32 2
182 242 2
96 285 2
27 50 2
74 231 2
257 287 2
89 100 2
201 9 2
178 210 2
35 39 2
297 27 2
287 173 2
35 36 2
269 264 2
54 83 2
225 253 2
212 137 2
139 69 2
43 211 2
88 222 2
180 23 2
35 219 2
36 31 2
192 144 2
102 127 2
173 267 2
272 218 2
149 196 2
44 128 2
110 283 2
120 295 2
102 276 2
42 191 2
183 103 2
88 153 2
101 261 2
145 172 2
209 253 2
280 158 2
96 42 2
117 254 2
198 30 2
273 162 2
151 229 2
83 229 2
64 219 2
247 274 2
81 21 2
62 71 2
100 265 2
121 140 2
281 12 2
5 57 2
288 62 2
109 294 2
292 143 2
98 235 2
173 73 2
30 234 2
67 236 2
53 160 2
100 146 2
146 160 2
151 278 2
292 128 2
275 69 2
117 279 2
189 111 2
262 277 2
151 195 2
138 279 2
256 69 2
119 145 2
22 190 2
156 95 2
115 61 2
67 115 2
213 218 2
228 42 2
76 178 2
80 175 2
211 219 2
139 6 2
132 219 2
182 294 2
166 60 2
278 119 2
78 295 2
42 21 2
133 291 2
109 65 2
121 46 2
108 242 2
120 29 2
151 28 2
22 191 2
64 249 2
79 93 2
120 12 2
193 6 2
248 80 2
47 291 2
54 60 2
195 273 2
105 57 2
102 229 2
273 260 2
55 222 2
82 10 2
224 239 2
18 273 2
286 206 2
227 99 2
62 167 2
51 177 2
76 189 2
39 219 2
165 210 2
64 293 2
208 263 2
224 91 2
206 270 2
37 175 2
39 84 2
177 280 2
233 11 2
62 102 2
297 124 2
88 71 2
147 248 2
25 229 2
257 200 2
25 187 2
197 292 2
214 229 2
128 260 2
102 36 2
256 279 2
227 108 2
59 57 2
215 128 2
233 204 2
15 228 2
149 276 2
298 262 2
47 117 2
185 121 2
164 209 2
227 239 2
76 103 2
138 36 2
89 83 2
30 264 2
203 155 2
202 170 2
99 200 2
296 167 2
121 124 2
286 34 2
240 112 2
168 277 2
185 34 2
256 295 2
290 69 2
128 229 2
142 119 2
22 259 2
115 102 2
253 221 2
175 91 2
10 276 2
65 255 2
229 97 2
26 73 2
197 111 2
187 281 2
183 52 2
300 191 2
296 81 2
76 241 2
105 51 2
76 193 2
70 93 2
237 277 2
248 234 2
219 107 2
115 88 2
66 253 2
185 238 2
206 291 2
88 161 2
35 128 2
189 261 2
183 246 2
22 123 2
262 80 2
76 14 2
183 150 2
186 167 2
242 7 2
292 239 2
172 106 2
268 249 2
235 45 2
201 224 2
226 9 2
184 223 2
108 146 2
151 133 2
86 200 2
30 273 2
209 73 2
159 256 2
43 250 2
116 104 2
67 261 2
176 258 2
143 137 2
68 54 2
166 291 2
130 21 2
15 59 2
51 103 2
289 48 2
49 189 2
86 75 2
278 17 2
74 177 2
150 180 2
147 194 2
62 213 2
296 141 2
11 220 2
219 258 2
86 68 2
111 223 2
235 91 2
67 193 2
48 75 2
164 23 2
99 131 2
189 81 2
147 40 2
29 180 2
244 124 2
292 265 2
15 82 2
229 261 2
238 137 2
95 271 2
9 144 2
119 17 2
40 133 2
236 249 2
121 253 2
121 105 2
82 162 2
15 80 2
81 258 2
282 220 2
135 124 2
230 122 2
121 139 2
195 73 2
18 28 2
5 173 2
98 217 2
239 93 2
231 209 2
226 255 2
90 109 2
143 190 2
282 179 2
87 73 2
118 8 2
186 203 2
193 192 2
287 160 2
72 294 2
178 275 2
211 296 2
100 252 2
30 174 2
271 125 2
219 277 2
118 10 2
108 149 2
214 172 2
132 237 2
30 17 2
48 34 2
41 133 2
45 155 2
188 260 2
61 107 2
96 221 2
113 245 2
135 36 2
99 37 2
255 229 2
198 119 2
283 160 2
59 248 2
262 134 2
49 108 2
26 21 2
99 52 2
270 295 2
166 5 2
16 60 2
46 235 2
9 291 2
156 176 2
272 180 2
56 276 2
190 176 2
267 114 2
81 80 2
132 78 2
130 137 2
77 265 2
166 106 2
213 164 2
47 203 2
240 136 2
66 270 2
22 81 2
286 104 2
228 89 2
36 246 2
103 41 2
149 281 2
151 148 2
81 176 2
198 9 2
184 202 2
45 179 2
113 33 2
229 131 2
111 241 2
250 275 2
96 211 2
287 106 2
105 150 2
159 131 2
185 105 2
226 21 2
143 66 2
289 212 2
35 119 2
271 93 2
229 21 2
227 136 2
149 24 2
219 222 2
182 276 2
155 269 2
247 106 2
215 259 2
216 234 2
265 199 2
206 200 2
41 175 2
243 164 2
100 124 2
298 158 2
43 283 2
47 256 2
52 194 2
76 214 2
181 64 2
183 125 2
139 169 2
250 141 2
127 239 2
77 9 2
45 16 2
18 10 2
82 247 2
123 245 2
178 58 2
94 67 2
208 102 2
213 189 2
5 13 2
171 279 2
136 258 2
294 8 2
55 95 2
69 97 2
29 172 2
168 176 2
16 234 2
50 291 2
296 13 2
70 210 2
39 37 2
142 174 2
205 81 2
40 295 2
43 266 2
268 300 2
208 160 2
108 154 2
273 200 2
251 137 2
108 44 2
39 48 2
142 222 2
43 39 2
86 91 2
76 146 2
18 279 2
133 7 2
80 78 2
203 264 2
282 22 2
248 32 2
247 73 2
259 8 2
32 75 2
171 64 2
214 133 2
82 219 2
238 293 2
266 129 2
228 223 2
181 17 2
55 203 2
292 164 2
63 88 2
211 261 2
199 295 2
62 67 2
123 249 2
22 29 2
288 160 2
200 155 2
53 88 2
64 258 2
52 58 2
218 100 2
248 199 2
255 54 2
94 233 2
285 209 2
115 279 2
90 42 2
273 38 2
18 65 2
19 236 2
116 260 2
183 66 2
40 127 2
109 80 2
68 300 2
5 127 2
53 102 2
278 226 2
238 52 2
294 58 2
242 40 2
138 41 2
272 174 2
82 140 2
232 280 2
94 187 2
141 260 2
214 249 2
198 291 2
228 203 2
132 283 2
161 245 2
278 20 2
293 144 2
289 191 2
52 155 2
136 284 2
49 176 2
163 218 2
158 134 2
118 127 2
248 133 2
68 108 2
101 169 2
98 14 2
149 56 2
199 38 2
163 60 2
183 281 2
51 241 2
208 44 2
150 248 2
156 154 2
77 280 2
33 16 2
186 87 2
56 241 2
26 234 2
109 223 2
150 23 2
55 88 2
21 23 2
27 107 2
138 131 2
86 286 2
113 29 2
69 9 2
138 208 2
18 220 2
290 226 2
13 239 2
65 188 2
278 270 2
98 29 2
168 166 2
226 66 2
168 75 2
171 223 2
142 66 2
255 234 2
285 172 2
25 136 2
76 26 2
168 247 2
198 167 2
152 31 2
275 218 2
282 174 2
148 161 2
212 264 2
271 141 2
251 31 2
250 281 2
235 276 2
16 167 2
300 154 2
123 261 2
62 184 2
33 276 2
82 295 2
257 11 2
54 127 2
47 222 2
208 254 2
19 30 2
69 274 2
28 260 2
32 176 2
15 283 2
57 153 2
203 7 2
21 179 2
218 253 2
288 100 2
227 222 2
236 247 2
63 41 2
68 222 2
88 220 2
49 254 2
218 176 2
82 290 2
150 233 2
147 235 2
44 284 2
173 141 2
243 26 2
297 237 2
262 191 2
76 224 2
96 276 2
135 279 2
161 93 2
64 134 2
218 128 2
248 246 2
213 16 2
20 188 2
16 75 2
46 263 2
86 36 2
179 75 2
39 100 2
25 283 2
92 294 2
47 143 2
275 223 2
211 221 2
292 83 2
238 71 2
40 175 2
248 93 2
171 136 2
235 220 2
30 144 2
129 280 2
40 42 2
251 57 2
199 12 2
266 67 2
287 87 2
166 254 2
74 27 2
78 85 2
94 105 2
120 299 2
44 273 2
117 80 2
24 295 2
44 237 2
46 179 2
52 72 2
250 104 2
139 170 2
240 268 2
125 34 2
94 138 2
46 16 2
67 75 2
256 167 2
193 95 2
23 245 2
205 202 2
197 161 2
181 66 2
296 84 2
27 219 2
116 143 2
69 269 2
263 134 2
115 237 2
82 141 2
110 150 2
232 9 2
235 252 2
92 143 2
289 123 2
63 87 2
142 167 2
193 119 2
217 293 2
283 85 2
51 140 2
79 125 2
25 48 2
229 14 2
54 66 2
202 221 2
128 71 2
265 14 2
44 155 2
286 223 2
211 230 2
19 142 2
235 223 2
35 169 2
186 134 2
21 267 2
237 83 2
17 276 2
21 144 2
165 184 2
152 297 2
169 37 2
79 106 2
197 245 2
270 12 2
139 106 2
67 149 2
229 281 2
240 195 2
213 199 2
159 186 2
207 58 2
99 148 2
148 204 2
217 300 2
186 166 2
29 10 2
105 37 2
228 129 2
16 245 2
263 50 2
76 33 2
85 279 2
11 148 2
76 104 2
61 140 2
46 245 2
159 237 2
170 259 2
256 276 2
46 219 2
297 202 2
33 253 2
296 108 2
52 293 2
147 129 2
108 130 2
18 148 2
266 174 2
166 128 2
82 284 2
195 12 2
231 119 2
104 144 2
258 246 2
48 157 2
154 104 2
226 118 2
270 6 2
110 255 2
68 44 2
286 276 2
43 222 2
96 291 2
216 267 2
300 114 2
86 126 2
19 252 2
70 127 2
